Feature,Importance
Humidity,0.11769753334061979
Temperature,0.11676889834658075
Asset_Utilization,0.11512950704897544
Inventory_Level,0.11443546030721005
User_Transaction_Amount,0.11185271811554393
Waiting_Time,0.11073668679833855
Demand_Forecast,0.10657861011502773
Hour,0.08518968619346115
User_Purchase_Frequency,0.06152298465516383
Month,0.06008791507907869
